"ID";"Nome";"Endereço";"Complemento";"Cidade";"Estado";"País";"E-mail";"Site";"Data de cadastro";"N. Profissionais";"N. Cursos Públicos"
"16662";"The Coffee.";"R. Dr. Alexandre Gutierrez, 826";"18º Andar";"Curitiba";"Paraná";"Brasil";"training@thecoffee.jp";"https://thecoffee.jp";"03/07/2023";"2621";"236"
"16663";"Spartan do Brasil";"";"";"";"";"";"treinamento@spartanbrasil.com.br";"";"03/07/2023";"342";"10"
"16689";"SOPHIATECH UNIV (JR) ";"";"";"";"";"";"jackson.rovina@twygo.com";"";"04/07/2023";"26";"12"
"16704";"UNICOVIP - Universidade Corporativa VIP";"Av. Cauaxi";"293";"Barueri";"São Paulo ";"Brasil";"relacionamento@vip.com.vc";"vip.com.vc";"05/07/2023";"3570";"3"
"16760";"Gente Seguradora S/A";"Rua Marechal Floriano Peixoto";"";"Porto Alegre";"RS";"Brasil";"controles.internos@genteseguradora.com.br";"genteseguradora.com.br";"07/07/2023";"421";"31"
"16768";"Ibrasa";"R. Sete de Abril, 386 ";"";"São Paulo";"SP";"Brasil ";"taysi.oliveira@ibrasa.org.br";"https://eunosupermercado.com.br/";"07/07/2023";"0";"0"
"16835";"Target-Q Consultoria e Treinamentos";"";"";"";"São Paulo";"Brasil";"contato@target-q.com";"https://target-q.com/";"12/07/2023";"2152";"79"
"16865";"Escuela Quantum Mind";"";"";"";"";"";"soporte@rosannabiglia.com";"https://rosannabiglia.com/";"13/07/2023";"400";"0"
"16915";"CI Intercâmbio ";"Praça Charles Miler, 152";"";"São Paulo";"São Paulo";"Brasil";"vivianecf@ci.com.br";"www.ci.com.br";"17/07/2023";"995";"446"
"16919";"SCS Tecnologia";"";"";"";"";"";"adriano.almeida@scstecnologia.com.br";"www.scstecnologia.com.br";"17/07/2023";"0";"0"
"16970";"ECOVIX CONSTRUÇÕES OCEÂNICAS S.A.";"";"";"";"";"";"alisson.rodrigues@novaengevix.com.br";"";"18/07/2023";"0";"0"
"17006";"Teste Keila";"";"";"";"";"";"keila.werle@twygo.com";"";"19/07/2023";"0";"0"
"17072";"Checkout RH";"Rua da Consolação, 348";"Térreo";"São Paulo";"SP";"Brasil";"estagio@checkoutrh.com.br";"www.checkoutrh.com.br";"24/07/2023";"13318";"63"
"17250";"Academia - Selco Tecnologia e Indústria Ltda";"Rua General Bertoldo Klinger, Nº 360";"";"São Bernardo do Campo";"São Paulo";"Brasil";"rborges@selcobrasil.com.br";"https://www.selcobrasil.com.br/";"02/08/2023";"7";"32"
"17291";"Neurox";"";"";"";"";"";"gestorti@neuroxmedical.com";"";"03/08/2023";"200";"15"
"17372";"ABA Manutenção de Aeronaves";"Rua da Prainha 3320";"Cond. ABA, Lotes 05 e 06";"Barreiras";"BA";"Brasil";"gustavomonasterio@abamanutencao.com.br";"www.abamanutencao.com.br";"07/08/2023";"103";"9"
"17383";"George Sarmento Ensino e Pesquisa";"";"";"";"";"";"alinecostadepaulo@gmail.com";"";"07/08/2023";"326";"9"
"17422";"Proxxima Telecomunicações ";"Av. Pref. Severino Bezerra Cabral";"345";"Campina Grande";"Paraiba";"Brasil";"isabel.cordeiro@proxxima.net";"";"08/08/2023";"2831";"154"
"17445";"HR Tech Sistemas de Gestão";"Avenida Adolfo Pinheiro, 1000";"1 andar";"São Paulo";"SP";"Brasil";"cristiane.nascimento@hrtech.com.br";"www.hrtech.com.br";"09/08/2023";"300";"15"
"17499";"Uni Hiper";"";"";"";"";"";"enablement@hiper.com.br";"";"11/08/2023";"1668";"20"
"17567";"Universidade Videre";"";"";"";"";"";"videreadmi@gmail.com";"https://oticasvidere.com.br/";"15/08/2023";"228";"33"
"17657";"Quero Passagem";"";"";"";"";"";"edson@queropassagem.com.br";"";"18/08/2023";"22";"1"
"17872";"RIOACAPPELLA EDUCAÇÂO";"";"";"";"";"";"crismarie@rioacappella.com.br";"";"30/08/2023";"165";"1"
"17905";"Instituto  Óptico Jerônimo Motta ";"R. T-30, 2700 ";"";"Goiânia";"Goiás";"Brasil";"contato@oticasbrasil.com.br";"www.oticasbrasil.com.br";"31/08/2023";"382";"16"
"17926";"LongVision";"";"";"";"";"";"karina@longvision.com.br";"";"01/09/2023";"87";"9"
"17956";"UNIGRAN Treinamentos";"Rua Balbina de Matos, 2121";"";"Dourados";"Mato Grosso do Sul";"Brasil";"thiago.filipe@unigran.br";"www.unigran.br";"04/09/2023";"356";"16"
"17957";"Sellbie Academy";"";"";"";"";"";"academy@sellbiecrm.com.br";"www.sellbie.com.br";"04/09/2023";"0";"0"
"18233";"Procuradoria Geral do Estado da Bahia";"3ª Avenida do Centro Administrativo da Bahia";"";"Salvador";"Bahia";"Brasil";"cea.secretaria@pge.ba.gov.br";"";"18/09/2023";"417";"1"
"18272";"Oppem";"Av. Raja Gabáglia, 4133";"3º andar";"Belo Horizonte";"Minas Gerais";"Brasil";"cliente@oppem.com.br";"https://www.oppem.com.br/";"19/09/2023";"3085";"23"
"18287";"Academia Decisão";"Av. Paulista, 2313";"5° andar";"São Paulo";"SP";"Brasil";"integracao.rede@rededecisao.com.br";"";"19/09/2023";"3036";"46"
"18336";"MedHubX";"";"";"";"";"";"relacionamento@medhubx.com.br";"medhubx.com.br";"22/09/2023";"0";"0"
"18361";"ITW FEG DO BRASIL";"";"";"";"";"";"suportetecnicoead@itwfeg.com.br";"";"23/09/2023";"51";"2"
"18388";"delaware";"Av. Ipanema, 165 ";"cj 1605 ";"Barueri";"São Paulo";"Brasil";"juliana.beltrao@delaware.pro";"";"25/09/2023";"561";"101"
"18451";"Enops Engenharia";"";"";"";"";"";"mariana.zanotelli@enops.com.br";"";"27/09/2023";"326";"44"
"18454";"Universidade Interna - Sicoob Credip";"";"";"";"";"";"gilson.rogerio@credip.com.br";"";"27/09/2023";"430";"21"
"18494";"PMR Advocacia ";"";"";"";"";"";"pessoasecultura@pmradvocacia.com.br";"";"28/09/2023";"174";"8"
"18555";"SECURITY SATA";"";"";"";"";"";"flavio.monteze@apzi.com.br";"";"03/10/2023";"3589";"287"
"18616";"Facholi Sementes e Nutrição";"R. Arnaldo Lozano Gonzales, 250";"";"Santo Anastácio";"São Paulo ";"Brasil";"thaila.sisa@facholi.com.br";"https://www.grupofacholi.com.br/";"05/10/2023";"241";"34"
"18676";"Universidade Campo Limpo";"";"";"";"";"";"universidade@campolimpoplasticos.com.br";"";"09/10/2023";"983";"120"
"18714";"PORTOMED";"";"";"";"";"";"anigroisman@portomed.com";"";"11/10/2023";"103";"45"
"18724";"Vegetallis Indústria e Comércio Ltda";"";"";"Ponta Grossa";"PR";"Brasil";"joseneia@vegetallis.com.br";"";"11/10/2023";"90";"71"
"18725";"Budziak - Parceira 2";"";"";"";"";"";"angelica.budziak@twygo.com";"";"11/10/2023";"0";"0"
"18784";"Usina Santa Terezinha";"";"";"";"";"";"rhead@usacucar.com.br";"https://www.usacucar.com.br";"16/10/2023";"1354";"11"
"18790";"SkillClass";"Rua Machado Bitencourt, 205";"10º Andar";"São Paulo";"São Paulo";"Brasil";"treinamentos@gruposkill.com.br";"";"16/10/2023";"898";"13"
"18831";"Newline Sistemas de Seguranca";"";"";"";"";"";"keila.werle@twygo.com";"";"18/10/2023";"357";"79"
"18914";"Academia Guarani";"Rua Passeio do Flamboyants, 60";"Torre São Paulo";"São Carlos";"São Paulo";"Brasil";"academia@guaranisistemas.com.br";"www.guaranisistemas.com.br";"23/10/2023";"2437";"232"
"18921";"Fairfax Brasil Seguros Corporativos S/A";" Alameda Santos, 1940";"";"São Paulo";"SP";"Brasil";"canaisdigitais@fairfax.com.br";"https://www.fairfax.com.br/";"23/10/2023";"505";"4"
"18934";"Nova Era Cosméticos";"";"";"";"";"";"rita.nunes@novaera.com.br";"";"24/10/2023";"710";"43"
"19123";"Universidade Mouragro";"Rua Edson Werneck,33";"";"Leopoldina";"MG";"Brasil";"rh3@mouragro.com.br";"";"01/11/2023";"361";"17"
"19190";"Estônia Hub";"";"";"";"";"";"suportecurso@estoniahub.com.br";"https://estoniahub.com.br/";"07/11/2023";"103";"2"
"19252";"Eventos da Twygo";"";"";"";"";"";"marketing@twygo.com";"";"09/11/2023";"3992";"29"
"19269";"Confederação Brasileira de Esgrima";"Rua da Assembleia, 10";"Sala 2612";"Rio de Janeiro";"Rio de Janeiro";"Brasil";"rodrigo@cbesgrima.org.br";"www.cbesgrima.org.br";"10/11/2023";"189";"2"
"19309";"Okeo Minimercados";"";"";"";"";"";"evania.okeo@gmail.com";"";"13/11/2023";"737";"41"
"19332";"Pavidez Engenharia Ltda";"Av. Ver. Dr. Antero Veríssimo da Costa, 420";"";"Muzambinho";"MG";"Brasil";"sebastiao.ferreira@pavidez.com.br";"www.pavidez.com.br";"14/11/2023";"290";"28"
"19590";"SPOILER DAS VENDAS";"";"";"";"";"";"fz@intuoslab.com.br";"www.spoilerdasvendas.com.br";"27/11/2023";"94";"1"
"19647";"Twygo Academy";"";"";"";"";"";"suporte@twygo.com";"twygo.com";"29/11/2023";"1445";"24"
"19653";"Teste de Migração - Principal";"Rua Henrique Schneider Júnior";"Casa";"Joinville";"Santa Catarina";"Brasil";"everton.gambeta@fleeg.com";"migracao@migration.com.br";"30/11/2023";"4354";"290"
"19705";"Universidade Cabonnet";"";"";"";"";"";"denise.nascimento@cabonnet.com.br";"";"04/12/2023";"957";"79"
"19737";"Fractal";"";"";"";"";"";"treinamentos@fractalgrupo.com";"";"05/12/2023";"192";"206"
"19741";"ACADEMIA DE LÍDERES DA SOPHIATECH";"";"";"";"";"";"jackson.rovina@twygo.com.br";"";"05/12/2023";"0";"0"
"19742";"ACADEMIA DE LÍDERES DA SOPHIATECH";"";"";"";"";"";"jackson.rovina@twygo.com.br";"";"05/12/2023";"0";"0"
"19747";"Banco Digimais";"";"";"";"";"";"rafael_cabral@bancodigimais.com.br";"";"05/12/2023";"329";"35"
"19796";"Parceira Migração 4";"";"";"";"";"";"everton.gambeta@fleeg.com";"";"06/12/2023";"0";"0"
"19830";"Universidade Twygo";"Estr. Dona Francisca, 8300 ";"Sala 207";"Joinville";"Santa Catarina";"Brasil";"rh@twygo.com";"www.twygo.com";"07/12/2023";"83";"797"
"19901";"Legatum Soluções e Serviços";"";"";"";"";"";"contato@legatumss.com.br";"";"11/12/2023";"692";"79"
"19997";"Generall Class";" R. Redenção 406/408";"";"São Paulo ";"São Paulo";"Brasil";"generallclass@generall.com.br";"";"14/12/2023";"943";"2"
"20080";"Maffei Educação Profissional e Consultoria";"Av, Coronel Francisco Júlio César Alfieri, 340";"";"São Paulo";"São Paulo";"";"maffeitreinamentoeconsultoria@gmail.com";"";"19/12/2023";"355";"17"
"20101";"SEVEN TERAPIAS INTEGRADAS";"";"";"";"";"";"denize@seventerapiasintegradas.com.br";"";"19/12/2023";"58";"24"
"20148";"Milles Parceira";"";"";"Joinville";"SC";"Brasil";"milles.schroeder@gmail.com";"";"22/12/2023";"0";"0"
"20249";"Tecnored";"Av. Eng. Luiz Dumont Villares";"KM 2";"Pindamonhangaba";"São Paulo";"Brasil";"treinamento@tecnored.com.br";"https://www.tecnored.com.br/";"02/01/2024";"490";"17"
"20311";"Synergye Tecnologia da Informação LTDA";"Rua Surubim, 577, 2º andar - Brooklin, São Paulo";"cj 21";"Sâo Paulo";"SP";"Brasil";"amagalhaes@synergye.com.br";"www.synergye.com.br";"05/01/2024";"188";"99"
"20408";"Avell";"Rua Dona Francisca";"Condomínio Perini Business Park";"Joinville";"Santa Catarina";"Brasil";"maicon.souza@avell.com.br";"https://avell.com.br/";"09/01/2024";"94";"8"
"20448";"Entrepay Academy";"Rua Iguatemi, 132";"";"São Paulo";"SP";"Brasil";"leandro.franca@entrepay.com.br";"";"10/01/2024";"390";"36"
"20526";"Fazu - Faculdades Associadas de Uberaba";"Avenida do Tutuna, 720";"Fazu";"Uberaba";"MG";"Brasil";"secretaria.pos@fazu.br";"https://fazu.br/pos-graduacao/";"15/01/2024";"1015";"164"
"20568";"SMB GESTÃO EM SAÚDE";"Rua Padre Anchieta, 2348";"23 Andar SL 2301";"Curitiba";"PR";"Brasil";"qualidade@smbgestao.com.br";"";"17/01/2024";"1056";"68"
"20630";"Superbeton Concreto Ltda";"R. Geral Hugo de Almeida, 11089";"";"Navegantes";"Santa Catarina";"Brasil";"william@superbeton.com.br";"https://www.superbeton.com.br/";"19/01/2024";"496";"31"
"20636";"Companhia das Asas";"Rua João Cavalari";"Prédio F";"Guarulhos";"São Paulo";"Brasil";"companhiadasasas@gmail.com";"www.companhiadasasas.com.br";"19/01/2024";"1868";"60"
"20637";"Voa vh!";"Rua Tenente Djalma Dutra";"3º Andar";"São José dos Pinhais";"PR";"Brasil";"v.leandro@vhsys.com.br";"";"19/01/2024";"675";"181"
"20764";"Academia Shift - Colaboradores";"";"";"São José do Rio Preto";"São Paulo";"Brasil";"academia@shift.com.br";"shift.com.br";"25/01/2024";"0";"0"
"20765";"Academia Shift - Implantação";"";"";"São José do Rio Preto";"São Paulo";"Brasil";"suporteacademia@shift.com.br";"https://shift.com.br";"25/01/2024";"0";"0"
"20771";"Universidade Artia ";"Rua São Paulo, 31";"";"Joinville ";"SC";"Brasil";"milena.fernandes@artia.com";"";"25/01/2024";"37";"8"
"20791";"Progic";"";"";"";"";"";"nayra.cattarin@progic.com.br";"";"26/01/2024";"142";"63"
"20832";"NaniClass";"";"";"";"";"";"rahel@nanicabr.com.br";"";"29/01/2024";"111";"6"
"20847";"VIAÇÃO GATUSA";"AV. GUIDO CALOI, 1200";"";"SÃO PAULO";"SÃO PAULO";"BRASIL";"cpd@gatusa.com.br";"https://gatusa.com.br";"30/01/2024";"1002";"29"
"20851";"CT - Capacitação e Transformação";"Rua Antônio Moreira Lopes";"190";"Curitiba";"Paraná";"Brasil";"ct.edital@futebolderua.org";"https://futebolderua.org/ct/";"30/01/2024";"1670";"20"
"20865";"Vila Velha Corretora de Seguros";"Av. Ipiranga, 313";"";"SP";"São Paulo";"";"gabriellyamaral@vilavelha.com.br";"";"30/01/2024";"3418";"39"
"20866";"Suport Saúde Ocupacional";"RUA TUFIE MAHFUD, 174";"";"Jaraguá do Sul";"Santa Catarina";"Brasil";"seguranca@suport.net.br";"";"30/01/2024";"904";"59"
"20887";"SPIC Brasil";"";"";"Cataguases";"MG";"Brasil";"otavio.duarte@preventwork.com";"";"31/01/2024";"0";"0"
"20888";"Nordex Acciona";"";"";"Cataguases";"MG";"Brasil";"otavio.duarte@preventwork.com";"";"31/01/2024";"0";"0"
"20889";"Parceira Pipo";"";"";"";"";"";"pipohansen@gmail.com";"";"31/01/2024";"0";"0"
"21016";"Grupo Tommasi";"Rua José Maria Viváqua, 580";"";"Vitória";"ES";"Brasil";"fernanda.albuquerque@tommasi.com.br";"www.tommasi.com.br";"06/02/2024";"749";"48"
"21022";"Plenum Bioengenharia";" Avenida Ain Ata, 640";"Empresa - Multivias";"Jundiaí";"São Paulo";"Brasil";"learning@plenum.bio";"https://plenum.bio/";"06/02/2024";"44";"41"
"21031";"Estação1 Construções e Empreendimentos Ltda.";"Av Getulio Vargas, 3502";"";"Feira de Santana";"Bahia";"Brasil";"ti@estacao1construtora.com.br";"www.estacao1construtora.com.br";"06/02/2024";"494";"9"
"21034";"Marino Business Continuity ";"";"";"";"São Paulo";"Brasil";"marinobcoficial@gmail.com";"www.marinoconsultoria.com.br";"06/02/2024";"49";"9"
"21045";"Publicenter";"R. José Rodrigues Queiroz Filho";"1529";"Uberlândia";"Minas Gerais";"Brasil";"HIgoraugusto223@gmail.com";"https://publicenter.com.br/empresa/";"07/02/2024";"102";"8"
"21145";"Logus Academy";"";"";"";"";"";"eduardo.fontan@logusretail.com.br";"";"12/02/2024";"174";"31"
"21146";"Universidade Primax";"";"";"";"";"";"sgi@primax.com.br";"www.primax.com.br";"12/02/2024";"388";"5"
"21177";"Recíproka Academy";"";"";"";"";"";"deusa.marcon@reciproka.com.br";"www.reciproka.com.br";"14/02/2024";"10";"12"
"21185";"Instituto Global, S Company e Idehm";"Av. das Nações Unidas, 12901";"14° Andar";"São Paulo";"SP";"Brasil";"analisedados@scompany.org.br";"http://www.idehm.org/";"14/02/2024";"114";"1"
"21358";"KSL Contact Center Serviços de Telemarketing Ltda";"";"";"";"";"";"caua.freire@grupoksl.com.br";"";"21/02/2024";"313";"32"
"21360";"Centro de Treinamento e Simulação - HMAS";"Rua Nilópolis, 239";"";"Rio de janeiro";"Rio de Janeiro";"Brasil";"thiagopontes@vivario.org.br";"";"21/02/2024";"0";"0"
"21412";"REDE ELETROMONTE";"";"";"";"";"";"gidelimaik@yahoo.com.br";"";"23/02/2024";"156";"11"
"21424";"Empreenda Mais";"";"";"";"";"";"j.krupp@vhsys.com.br";"";"23/02/2024";"0";"0"
"21428";"Prátika";"Rua Barão do Amazonas";"1825";"Ribeirão Preto";"São Paulo";"Brasil";"universidade@pratika.com.br";"www.pratika.com.br";"23/02/2024";"286";"95"
"21504";"Futebol de Rua";"";"";"";"";"";"ct.tecnologia@futebolderua.org";"https://futebolderua.org/";"27/02/2024";"0";"0"
"21505";"Altera&Ocyan";"Avenida Cidade de Lima, 86, 11º andar";"";"Rio de Janeiro";"rj";"Brasil";"admcontratual@altera-ocyan.com";"www.canalconfidencial.com.br/linhadeeticaocyan";"27/02/2024";"1019";"390"
"21521";"Hospital Jayme da Fonte";"";"";"";"";"";"educacao.permanente@jaymedafonte.com.br";"https://jaymedafonte.com.br/";"28/02/2024";"772";"52"
"21522";"LATAM Mechanics Academy";"";"";"";"";"";"latammechanicsacademy@gmail.com";"";"28/02/2024";"0";"0"
"21563";"FGM Dental Group";"";"";"Joinville";"Santa Catarina";"Brasil";"comunicacao@fgm.ind.br";"https://fgmdentalgroup.com/";"29/02/2024";"2164";"99"
"21598";"Somaxi Franquias de Proteção e Privacidade de Dados";"R. Cel. Benjamin Viêira, 1042";"Sala 01 a 04";"Camboriu";"SC";"Brasil";"damiao.oliveira@somaxi.com.br";"www.somaxi.com.br";"02/03/2024";"79";"78"
"21649";"TOM+Conecta";"";"";"";"";"";"fernanda.albuquerque@tommasi.com.br";"";"05/03/2024";"0";"0"
"21676";"OCL Advogados e Associados";"Av. Princesa Isabel, 574";"Condomínio do Edifício Palas Center";"Vitória";"Espirito Santos";"Brasil";"julia.correa@avocati.adv.br";"https://ocladvogados.adv.br";"05/03/2024";"511";"67"
"21681";"FGM Internacional ";"";"";"Joinville";"Santa Catarina";"Brasil";"comunicacao@fgm.ind.br";"https://fgmdentalgroup.com/intl/";"06/03/2024";"0";"0"
"21719";"Urbia Cataratas";"";"";"";"";"";"cadastro.operadores@catarataspni.com.br";"";"07/03/2024";"1634";"1"
"21795";"Flexform";"Av. Papa João Paulo I, 1849 ";"";"Guarulhos";"São Paulo";"Brasil";"ead@flexform.com.br";"https://www.flexform.com.br/";"12/03/2024";"558";"3"
"21839";"TB SERVICOS, TRANSPORTE, LIMPEZA, GERENCIAMENTO E RECURSOS HUMANOS S.A.";"Av. Brig. Faria Lima, 1912";"15° andar";"São Paulo";"SP";"Brasil";"treinamento@grupotb.com.br";"";"13/03/2024";"3292";"265"
"21882";"Construct IN";"Avenida Unisinos, 950 UNITEC 1 - G12";"Sala 120";"São Leopoldo";"Rio Grande do Sul";"Brasil";"livia.ribeiro@constructin.com.br";"https://constructin.com.br/";"15/03/2024";"120";"7"
"21986";"TRILHA EDUCAÇÃO ";"";"";"";"";"";"keila.werle@twygo.com";"";"20/03/2024";"0";"0"
"21987";"AMAZE TRAVEL";"Praça Charles Miller, 152";"";"São Paulo";"SP";"Brasil";"genteegestao@amazetravel.com.br";"https://amazetravel.com.br/";"20/03/2024";"0";"0"
"22010";"Teste";"";"";"";"";"";"amandasoares@suasfacil.com.br";"";"20/03/2024";"0";"0"
"22022";"Generall Comercial";"";"";"";"";"";"alessandra.toscano@generall.com.br";"";"21/03/2024";"0";"0"
"22066";"FGM Implants";"";"";"Joinville";"Santa Catarina";"Brasil";"comunicacao@fgmdentalgroup.com";"https://www.fgmdentalgroup.com/";"22/03/2024";"0";"0"
"22082";"Estúdio Fruto Pilates";"Rua Cayowaá 580";"cj 74";"";"";"";"bel.estudiofruto@gmail.com";"";"24/03/2024";"14";"30"
"22174";"Universidade Corporativa Invoice - Invoice Ltda";"Rua Apiuna, 544";"";"Chapecó";"Santa Catarina";"Brasil";"grupo@invoicectb.com.br";"www.invoicectb.com.br";"27/03/2024";"238";"30"
"22175";"HOSPITAL DECÓS ";"Avenida Mário Jorge Menezes Vieira, 2477, Aracaju - SE";"";"Aracaju";"SE";"Brasil";"rh@decosdh.com";"www.hospitaldecos.com.br";"27/03/2024";"296";"16"
"22196";"FGM Academy";"";"";"Joinville";"Santa Catarina";"Brasil";"comunicacao@fgm.ind.br";"https://www.fgmdentalgroup.com/";"28/03/2024";"0";"0"
"22241";"Okser Software";"";"";"";"";"";"academy@okser.com.br";"https://www.okser.com.br/";"01/04/2024";"490";"61"
"22261";"Monte Bravo";"";"";"";"";"";"junior.lopes@montebravo.com.br";"";"02/04/2024";"820";"66"
"22306";"SETIC-FP";"";"";"";"";"Angola";"linda.fernando@minfin.gov.ao";"";"04/04/2024";"0";"0"
"22343";"iSolutions";"Rua Pamplona 518";"8º Andar -Ed. China Trade Cente";"Joinville";"SP";"Brasil";"comercial@isolutions.com.br";"";"08/04/2024";"18";"0"
"22371";"Casttini";"";"";"";"";"";"caroline@casttini.com.br";"";"09/04/2024";"6";"32"
"22393";"MobiBrasil";"";"";"";"";"";"treinamentosp@mobibrasil.com";"";"10/04/2024";"6335";"248"
"22402";"Polimix Concreto";"Av. Constran, 310";"";"Santana de Parnaíba";"SP";"Brasil";"treinamentos@polimix.com.br";"https://polimixconcreto.com.br/";"10/04/2024";"1102";"8"
"22431";"Centro de Treinamento Águia Dourada";"Praça 20 de Setembro, 281";"";"Pelotas";"Rio Grande do Sul";"Brasil";"treinamento@firelopes.com.br";"";"11/04/2024";"75";"13"
"22447";"AIR JET TÁXI AÉREO LTDA";"Avenida Olavo Fontoura";"1078";"São Paulo";"SP";"Brasil";"joao.pinheiro@airjet.com.br";"www.airjet.com.br";"12/04/2024";"71";"43"
"22484";"Gigantão Engenharia de Movimentação";"R ARLINDO DE MELO";"";"UBERABA";"MG";"BRASIL";"sms02@gigantaolocadora.com.br";"";"15/04/2024";"411";"18"
"22505";"Coelho da Fonseca";"Av. Brasil, 1064";"";"São Paulo";"SP";"Brasil";"andre.telles@coelhodafonseca.com.br";"https://www.coelhodafonseca.com.br/";"16/04/2024";"632";"43"
"22516";"Twygo Studio";"";"";"";"";"Brasil";"colabestudio@twygo.com";"";"16/04/2024";"68";"136"
"22517";"I9 Engenharia";"";"";"";"";"";"roni@engi9.com.br";"";"16/04/2024";"141";"12"
"22538";"Mobi PE";"Duque de Caxias";"";"São Lourenço da Mata";"PE";"Brasil";"selecao@mobibrasil.com";"http://www.mobibrasil.com.br/";"17/04/2024";"0";"0"
"22539";"BRT Sorocaba";"";"";"";"";"";"keila.werle@twygo.com";"";"17/04/2024";"0";"0"
"22540";"Mobi SP";"";"";"";"";"";"keila.werle@twygo.com";"";"17/04/2024";"0";"0"
"22565";"Sfera ";"";"";"";"";"";"odir.garcez@sferamultifranquias.com";"";"18/04/2024";"1821";"106"
"22685";"IHM - Matriz";"Av. Dom Manuel, 1020";"";"Fortaleza";"CE";"Brasil";"cassio@inhousemarket.com.br";"www.inhousemarket.com.br/treinamentos";"23/04/2024";"1315";"42"
"22702";"CredPay Soluções em Pagamentos Ltda";"Alameda Terracota, 185";"sala 210";"São Caetano do Sul";"São Paulo";"Brasil";"mara@credpay.com.br";"www.credpay.com.br";"24/04/2024";"41";"6"
"22810";"HPA BRASIL";"";"";"";"";"";"larissa@hpa-brasil.com";"";"29/04/2024";"6";"26"
"22812";"LiuGong Academy - Brasil";"";"";"";"";"";"igorazevedo@liugongla.com";"https://liugongla.com/";"29/04/2024";"1420";"173"
"22943";"EletroBidu";"";"";"";"";"";"kevin.nakayama@eletrobidu.com.br";"";"03/05/2024";"669";"15"
"23063";"Parceira Shift";"";"";"";"";"";"eduardo.schmidt@twygo.com";"";"09/05/2024";"0";"0"
"23068";"LS TRACTOR";"Estrada Vereador Klaus Lennertz";"";"Garuva";"Santa Catarina";"Brasil";"evandro.silva@lstractor.com.br";"";"09/05/2024";"662";"23"
"23110";"Intermetro Serviços Especiais";"Rua Joaquim de Almeida";"223";"São Paulo";"São Paulo";"Brasil";"marcel@intermetro.com.br";"https://intermetro.com.br";"13/05/2024";"12";"0"
"23200";"Grupo Cepemar";"Av. Carlos Moreira Lima,90";"";"Vitória";"Espírito Santo";"Brasil";"adrielly.magnago@grupocepemar.com";"https://pt.grupocepemar.com/";"16/05/2024";"638";"73"
"23210";"CLUB ATHLETICO PAULISTANO";"Rua Honduras, 1.400";"";"São Paulo ";"São Paulo ";"Brasil";"camila.santos@paulistano.org.br";"https://www.paulistano.org.br/";"16/05/2024";"1129";"5"
"23221";"UniPamplona";"Rodovia BR 470, KM 150";"";"Rio do Sul";"Santa Catarina";"Brasil";"treinamentos@pamplona.com.br";"";"16/05/2024";"1145";"62"
"23223";"Jetsales Brasil";"";"";"";"";"";"arthur.verona@jetsalesbrasil.com.br";"";"16/05/2024";"7080";"16"
"23233";"FAZMED";"R. 132";"277";"Goiania";"Goiás";"Brasil";"ead@fazmed.com.br";"https://fazmed.com.br";"17/05/2024";"428";"15"
"23244";"Parcerio Run2biz";"";"";"";"";"";"raque.bardela@twygo.com";"";"17/05/2024";"0";"0"
"23292";"EXCELÊNCIA EDUCAÇÃO";"Rua 72";"Sala 1508";"Goiânia";"Goiás";"Brasil";"contato@excelenciaeducacao.com.br";"https://excelenciaeducacao.com.br/";"20/05/2024";"169";"4"
"23293";"Universidade Nebrax";"Av. Talma Rodrigues Ribeiro, 2105 - 6150";"";"Serra";"ES";"Brasil";"marketing@nebrax.com.br";"www.nebrax.com.br";"20/05/2024";"76";"4"
"23305";"UOS Training";"";"";"";"";"";"augusto@i3group.com.br";"";"20/05/2024";"147";"1"
"23335";"GMC";"";"";"";"";"";"leandro.santos@grupomelocordeiro.com.br";"";"21/05/2024";"633";"44"
"23348";"Ambiente adicional 2";"";"";"";"";"";"eduardo.schmidt@twygo.com";"";"22/05/2024";"0";"0"
"23349";"ambiente adicional 3";"";"";"";"";"";"eduardo.schmidt@twygo.com";"";"22/05/2024";"0";"0"
"23350";"ambiente adicional 4";"";"";"";"";"";"eduardo.schmidt@twygo.com";"";"22/05/2024";"0";"0"
"23363";" Softville";"";"";"";"";"";"milena.moser@softville.org.br";"";"22/05/2024";"8";"0"
"23382";"HFX ";"";"";"";"";"";"fabiana.trematerra@freixenet.com.br";"";"23/05/2024";"49";"7"
"23415";"The Best Açaí";"";"";"";"";"";"luizmachado@ogrupothebest.com";"";"24/05/2024";"2645";"20"
"23427";"Acelera Gabster";"";"";"";"";"";"rh@gabster.com.br";"";"26/05/2024";"1799";"269"
"23510";"LiuGong Academy - Español";"";"";"";"";"";"josetorres@liugongla.com";"";"29/05/2024";"0";"0"
"23518";"Agrosys Tecnologia";"";"";"";"";"";"hariane.duarte@agrosys.com.br";"";"29/05/2024";"216";"85"
"23539";"Instituto Naya de Cardiologia Veterinária";"";"";"";"";"";"ronaldojunyamato@gmail.com";"";"30/05/2024";"59";"1"
"23604";"Mandu Inovação Social";"";"";"";"";"";"inovacao@mandusocial.org";"";"03/06/2024";"261";"41"
"23627";"Transportadora Brasil Central";"Rodovia BR 452";"N°2045";"Rio Verde";"Goiás";"Brasil";"csc@brasilcentral.com.br";"";"03/06/2024";"378";"7"
"23681";"nova parceira";"";"";"";"";"";"eduardo.schmidt@twygo.com";"";"05/06/2024";"0";"0"
